,Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Sales_pu,Profit_pu
8347,Standard Class,Corporate,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,9.48,1,0.0,3.792,9.48,3.792
8348,Standard Class,Corporate,Lawrence,Massachusetts,1841,East,Technology,Phones,209.5,10,0.0,58.66,20.95,5.866
8349,Standard Class,Corporate,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,24.3,5,0.0,10.449000000000002,4.86,2.0898000000000003
8350,Standard Class,Corporate,Lawrence,Massachusetts,1841,East,Office Supplies,Paper,6.48,1,0.0,3.1104,6.48,3.1104
8351,Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,32.448,2,0.2,7.3008,16.224,3.6504
8352,Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,26.388,4,0.7,-17.592,6.597,-4.398
8353,Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,373.47,5,0.4,-112.041,74.694,-22.4082
8354,Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,64.2,5,0.7,-44.94,12.84,-8.988
8355,Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Fasteners,8.0,2,0.2,2.8,4.0,1.4
8356,Standard Class,Consumer,Athens,Georgia,30605,South,Furniture,Furnishings,186.54,3,0.0,41.0388,62.18,13.6796
8357,Standard Class,Consumer,Great Falls,Montana,59405,West,Office Supplies,Storage,87.08,7,0.0,24.3824,12.44,3.4832
8358,Standard Class,Consumer,Great Falls,Montana,59405,West,Technology,Phones,105.584,2,0.2,9.2386,52.792,4.6193
8359,Standard Class,Consumer,Great Falls,Montana,59405,West,Technology,Accessories,217.44,6,0.0,91.3248,36.24,15.220799999999999
8360,Second Class,Consumer,El Paso,Texas,79907,Central,Office Supplies,Art,31.744,2,0.2,3.968,15.872,1.984
8361,Second Class,Consumer,El Paso,Texas,79907,Central,Office Supplies,Appliances,5.432,2,0.8,-13.58,2.716,-6.79
8362,Second Class,Consumer,El Paso,Texas,79907,Central,Furniture,Tables,913.43,5,0.3,-169.637,182.68599999999998,-33.9274
8363,Second Class,Consumer,El Paso,Texas,79907,Central,Office Supplies,Storage,372.144,3,0.2,27.9108,124.048,9.3036
8364,Standard Class,Consumer,Kissimmee,Florida,34741,South,Technology,Phones,751.9839999999999,2,0.2,84.5982,375.99199999999996,42.2991
8365,First Class,Home Office,Seattle,Washington,98105,West,Technology,Phones,604.768,4,0.2,60.4768,151.192,15.1192
8366,Second Class,Corporate,Santa Clara,California,95051,West,Office Supplies,Supplies,27.36,4,0.0,7.3872,6.84,1.8468
8367,Second Class,Corporate,Santa Clara,California,95051,West,Office Supplies,Paper,20.56,2,0.0,9.6632,10.28,4.8316
8368,Second Class,Corporate,Santa Clara,California,95051,West,Office Supplies,Binders,83.92,5,0.2,31.47,16.784,6.294
8369,Standard Class,Consumer,Los Angeles,California,90049,West,Furniture,Tables,902.712,3,0.2,33.8517,300.904,11.283900000000001
8370,Standard Class,Home Office,Fresno,California,93727,West,Furniture,Bookcases,120.666,2,0.15,21.294,60.333,10.647
8371,First Class,Consumer,Fort Worth,Texas,76106,Central,Office Supplies,Binders,4.984,1,0.8,-8.4728,4.984,-8.4728
8372,Standard Class,Home Office,Seattle,Washington,98105,West,Furniture,Furnishings,82.26,3,0.0,33.7266,27.42,11.242199999999999
8373,First Class,Consumer,San Francisco,California,94110,West,Office Supplies,Storage,29.74,1,0.0,4.461,29.74,4.461
8374,Standard Class,Home Office,San Francisco,California,94110,West,Office Supplies,Appliances,87.36,6,0.0,23.5872,14.56,3.9312
8375,Standard Class,Home Office,San Francisco,California,94110,West,Office Supplies,Binders,56.16,6,0.2,17.55,9.36,2.9250000000000003
8376,Standard Class,Corporate,Pompano Beach,Florida,33068,South,Office Supplies,Appliances,64.384,1,0.2,8.048,64.384,8.048
8377,Standard Class,Corporate,Houston,Texas,77095,Central,Office Supplies,Storage,64.78399999999999,1,0.2,-14.5764,64.78399999999999,-14.5764
8378,Standard Class,Corporate,Houston,Texas,77095,Central,Office Supplies,Paper,15.552,3,0.2,5.6376,5.184,1.8792
8379,Standard Class,Corporate,Houston,Texas,77095,Central,Office Supplies,Envelopes,223.888,7,0.2,69.965,31.984,9.995000000000001
8380,Second Class,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Paper,10.895999999999999,3,0.2,3.405,3.6319999999999997,1.135
8381,Second Class,Consumer,San Francisco,California,94109,West,Technology,Phones,84.78399999999999,2,0.2,-20.1362,42.391999999999996,-10.0681
8382,Standard Class,Corporate,Houston,Texas,77036,Central,Furniture,Chairs,241.5,4,0.3,0.0,60.375,0.0
8383,First Class,Home Office,Shelton,Connecticut,6484,East,Technology,Accessories,59.97,3,0.0,14.9925,19.99,4.9975
8384,First Class,Home Office,Shelton,Connecticut,6484,East,Office Supplies,Paper,13.36,2,0.0,6.4128,6.68,3.2064
8385,Standard Class,Corporate,Oakland,California,94601,West,Office Supplies,Binders,11.808,3,0.2,4.1328,3.936,1.3776
8386,Standard Class,Consumer,Manchester,Connecticut,6040,East,Office Supplies,Storage,16.24,1,0.0,2.436,16.24,2.436
8387,Standard Class,Consumer,Manchester,Connecticut,6040,East,Office Supplies,Storage,77.55,5,0.0,21.714000000000002,15.51,4.3428
8388,Standard Class,Corporate,Orange,New Jersey,7050,East,Office Supplies,Appliances,76.12,2,0.0,22.0748,38.06,11.0374
8389,First Class,Home Office,Akron,Ohio,44312,East,Office Supplies,Fasteners,17.184,6,0.2,6.2292,2.8640000000000003,1.0382
8390,First Class,Corporate,Los Angeles,California,90032,West,Office Supplies,Paper,11.76,2,0.0,5.7624,5.88,2.8812
8391,Standard Class,Home Office,Danbury,Connecticut,6810,East,Furniture,Furnishings,27.46,2,0.0,9.8856,13.73,4.9428
8392,Second Class,Consumer,Franklin,Massachusetts,2038,East,Technology,Phones,137.94,3,0.0,35.8644,45.98,11.9548
8393,Second Class,Consumer,Franklin,Massachusetts,2038,East,Furniture,Furnishings,111.15,5,0.0,48.906000000000006,22.23,9.781200000000002
8394,Second Class,Consumer,Franklin,Massachusetts,2038,East,Office Supplies,Appliances,901.95,3,0.0,297.6435,300.65000000000003,99.2145
8395,Second Class,Consumer,Franklin,Massachusetts,2038,East,Furniture,Tables,366.009,3,0.3,-47.0583,122.003,-15.686100000000001
8396,Same Day,Consumer,Wilmington,North Carolina,28403,South,Office Supplies,Paper,310.688,7,0.2,108.7408,44.384,15.5344
8397,First Class,Home Office,Houston,Texas,77095,Central,Office Supplies,Binders,7.68,5,0.8,-11.52,1.536,-2.304
8398,Second Class,Home Office,Springfield,Ohio,45503,East,Furniture,Chairs,155.372,2,0.3,-35.5136,77.686,-17.7568
8399,Standard Class,Consumer,Glendale,Arizona,85301,West,Office Supplies,Storage,10.744000000000002,1,0.2,0.8058,10.744000000000002,0.8058
8400,Second Class,Consumer,New York City,New York,10009,East,Office Supplies,Binders,232.4,5,0.2,78.435,46.480000000000004,15.687000000000001
8401,Second Class,Consumer,New York City,New York,10009,East,Furniture,Chairs,164.646,3,0.1,12.8058,54.882,4.2686
8402,Second Class,Consumer,New York City,New York,10009,East,Office Supplies,Paper,22.68,2,0.0,11.1132,11.34,5.5566
8403,Standard Class,Corporate,Los Angeles,California,90036,West,Office Supplies,Paper,105.52,4,0.0,48.5392,26.38,12.1348
8404,Standard Class,Corporate,Newark,Delaware,19711,East,Furniture,Furnishings,83.92,4,0.0,5.8744,20.98,1.4686
8405,Standard Class,Corporate,Newark,Delaware,19711,East,Technology,Accessories,141.9,5,0.0,58.178999999999995,28.380000000000003,11.6358
8406,Standard Class,Corporate,Newark,Delaware,19711,East,Furniture,Furnishings,39.98,2,0.0,9.1954,19.99,4.5977
8407,Standard Class,Corporate,Newark,Delaware,19711,East,Office Supplies,Art,28.91,7,0.0,8.673,4.13,1.239
8408,Standard Class,Corporate,Newark,Delaware,19711,East,Office Supplies,Art,174.95,5,0.0,45.486999999999995,34.989999999999995,9.097399999999999
8409,Standard Class,Home Office,San Bernardino,California,92404,West,Office Supplies,Binders,110.52799999999999,4,0.2,38.6848,27.631999999999998,9.6712
8410,Same Day,Corporate,Burlington,North Carolina,27217,South,Furniture,Tables,630.024,4,0.4,-199.5076,157.506,-49.8769
8411,Second Class,Consumer,Salem,Virginia,24153,South,Office Supplies,Art,27.86,7,0.0,9.1938,3.98,1.3134
8412,Standard Class,Consumer,Dallas,Texas,75217,Central,Furniture,Tables,933.408,4,0.3,-173.3472,233.352,-43.3368
8413,Standard Class,Corporate,Arlington,Texas,76017,Central,Office Supplies,Paper,51.84,10,0.2,18.144000000000002,5.184,1.8144000000000002
8414,Standard Class,Corporate,Arlington,Texas,76017,Central,Technology,Accessories,165.6,3,0.2,-6.21,55.199999999999996,-2.07
8415,Standard Class,Home Office,Marion,Iowa,52302,Central,Office Supplies,Paper,106.32,3,0.0,49.9704,35.44,16.6568
8416,First Class,Home Office,Seattle,Washington,98105,West,Office Supplies,Binders,147.92,5,0.2,46.225,29.583999999999996,9.245000000000001
8417,First Class,Home Office,Seattle,Washington,98105,West,Office Supplies,Storage,104.28,3,0.0,26.07,34.76,8.69
8418,First Class,Home Office,Seattle,Washington,98105,West,Furniture,Tables,286.85,1,0.0,63.107,286.85,63.107
8419,First Class,Home Office,Seattle,Washington,98105,West,Office Supplies,Storage,66.96,4,0.0,2.6784,16.74,0.6696
8420,First Class,Home Office,Seattle,Washington,98105,West,Technology,Accessories,199.98,2,0.0,87.9912,99.99,43.9956
8421,Standard Class,Consumer,Lakewood,New Jersey,8701,East,Technology,Accessories,45.0,3,0.0,4.95,15.0,1.6500000000000001
8422,Standard Class,Consumer,Lakewood,New Jersey,8701,East,Office Supplies,Fasteners,17.9,5,0.0,8.771,3.5799999999999996,1.7542000000000002
8423,Standard Class,Consumer,Lakewood,New Jersey,8701,East,Furniture,Furnishings,40.48,2,0.0,17.4064,20.24,8.7032
8425,First Class,Corporate,Cincinnati,Ohio,45231,East,Office Supplies,Binders,18.432000000000002,8,0.7,-12.288,2.3040000000000003,-1.536
8426,Standard Class,Consumer,Thornton,Colorado,80229,West,Office Supplies,Supplies,10.944,2,0.2,0.9576,5.472,0.4788
8427,First Class,Consumer,Roseville,Michigan,48066,Central,Office Supplies,Supplies,4.36,2,0.0,0.1744,2.18,0.0872
8428,Standard Class,Corporate,Tempe,Arizona,85281,West,Technology,Accessories,62.352,6,0.2,-10.9116,10.392,-1.8186
8429,Second Class,Consumer,Reading,Pennsylvania,19601,East,Furniture,Furnishings,303.92,5,0.2,-30.392,60.784000000000006,-6.0784
8430,Standard Class,Consumer,Apple Valley,Minnesota,55124,Central,Office Supplies,Storage,129.3,2,0.0,6.465,64.65,3.2325
8431,Standard Class,Corporate,Baltimore,Maryland,21215,East,Furniture,Furnishings,274.2,10,0.0,112.42200000000001,27.419999999999998,11.2422
8432,Second Class,Corporate,Corpus Christi,Texas,78415,Central,Office Supplies,Fasteners,6.047999999999999,4,0.2,-1.3608,1.5119999999999998,-0.3402
8433,Second Class,Corporate,Corpus Christi,Texas,78415,Central,Office Supplies,Paper,6.848,2,0.2,2.14,3.424,1.07
8434,Second Class,Corporate,Corpus Christi,Texas,78415,Central,Furniture,Furnishings,9.96,5,0.6,-6.723,1.9920000000000002,-1.3446
8435,Second Class,Corporate,Corpus Christi,Texas,78415,Central,Office Supplies,Binders,8.552,2,0.8,-13.6832,4.276,-6.8416
8436,Standard Class,Consumer,Las Vegas,Nevada,89115,West,Office Supplies,Binders,45.583999999999996,11,0.2,16.5242,4.143999999999999,1.5022
8437,Standard Class,Consumer,Cleveland,Ohio,44105,East,Technology,Accessories,25.488000000000003,2,0.2,4.4604,12.744000000000002,2.2302
8438,Standard Class,Consumer,Seattle,Washington,98105,West,Office Supplies,Binders,136.96,4,0.2,51.36,34.24,12.84
8439,Second Class,Corporate,Chicago,Illinois,60623,Central,Technology,Phones,49.61600000000001,2,0.2,4.9616,24.808000000000003,2.4808
8440,Second Class,Home Office,Columbus,Ohio,43229,East,Office Supplies,Paper,10.584000000000001,3,0.2,3.4398,3.5280000000000005,1.1466
8441,Standard Class,Consumer,Tucson,Arizona,85705,West,Office Supplies,Paper,84.416,4,0.2,27.4352,21.104,6.8588
8442,Standard Class,Home Office,Philadelphia,Pennsylvania,19120,East,Technology,Phones,431.94,2,0.4,-71.99,215.97,-35.995
8443,Standard Class,Home Office,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.043,1,0.7,-1.4982,2.043,-1.4982
8444,Standard Class,Home Office,Philadelphia,Pennsylvania,19120,East,Technology,Phones,68.238,3,0.4,-12.5103,22.746,-4.170100000000001
8445,First Class,Corporate,Cranston,Rhode Island,2920,East,Furniture,Tables,240.74400000000003,4,0.3,-13.7568,60.18600000000001,-3.4392
8446,First Class,Corporate,Cranston,Rhode Island,2920,East,Furniture,Furnishings,35.0,4,0.0,14.7,8.75,3.675
8447,First Class,Corporate,Cranston,Rhode Island,2920,East,Furniture,Furnishings,210.68,2,0.0,50.5632,105.34,25.2816
8448,First Class,Corporate,Cranston,Rhode Island,2920,East,Furniture,Tables,637.896,3,0.3,-127.5792,212.63199999999998,-42.5264
8449,First Class,Corporate,Cranston,Rhode Island,2920,East,Office Supplies,Paper,43.44,8,0.0,21.2856,5.43,2.6607
8450,First Class,Corporate,Cranston,Rhode Island,2920,East,Office Supplies,Appliances,2.22,1,0.0,0.6659999999999999,2.22,0.6659999999999999
8451,First Class,Consumer,San Francisco,California,94122,West,Technology,Phones,1679.96,5,0.2,125.99700000000001,335.992,25.199400000000004
8452,Standard Class,Corporate,Houston,Texas,77070,Central,Furniture,Chairs,344.37199999999996,4,0.3,-93.4724,86.09299999999999,-23.3681
8453,Standard Class,Corporate,Houston,Texas,77070,Central,Office Supplies,Storage,1554.9360000000001,3,0.2,77.7468,518.312,25.915599999999998
8454,Standard Class,Corporate,Houston,Texas,77070,Central,Furniture,Furnishings,127.88,5,0.6,-67.137,25.576,-13.4274
8455,Standard Class,Corporate,Los Angeles,California,90049,West,Technology,Phones,222.38400000000001,2,0.2,22.2384,111.19200000000001,11.1192
8456,Second Class,Corporate,Chicago,Illinois,60653,Central,Furniture,Chairs,106.869,3,0.3,-29.0073,35.623,-9.6691
8457,Second Class,Corporate,Chicago,Illinois,60653,Central,Office Supplies,Binders,3.5639999999999996,3,0.8,-6.237,1.188,-2.079
8458,Standard Class,Consumer,Houston,Texas,77070,Central,Office Supplies,Binders,25.68,3,0.8,-39.804,8.56,-13.268
8459,Standard Class,Consumer,Houston,Texas,77070,Central,Office Supplies,Binders,12.384,3,0.8,-19.8144,4.128,-6.6048
8460,Standard Class,Consumer,Bristol,Connecticut,6010,East,Office Supplies,Binders,25.3,5,0.0,11.890999999999998,5.0600000000000005,2.3781999999999996
8461,Standard Class,Consumer,Bristol,Connecticut,6010,East,Office Supplies,Storage,95.94,3,0.0,9.594,31.98,3.198
8462,Second Class,Consumer,Holland,Michigan,49423,Central,Office Supplies,Labels,7.5,2,0.0,3.6,3.75,1.8
8463,Standard Class,Home Office,Albuquerque,New Mexico,87105,West,Technology,Phones,302.376,3,0.2,22.6782,100.79199999999999,7.5594
8464,Standard Class,Consumer,Louisville,Colorado,80027,West,Technology,Accessories,46.688,4,0.2,-2.918,11.672,-0.7295
8465,Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Storage,17.94,3,0.0,3.0498,5.98,1.0166
8466,Standard Class,Consumer,Norwich,Connecticut,6360,East,Office Supplies,Appliances,370.14,3,0.0,144.3546,123.38,48.1182
8467,Standard Class,Corporate,San Francisco,California,94122,West,Office Supplies,Binders,8.927999999999999,2,0.2,3.1248,4.4639999999999995,1.5624
8469,Standard Class,Home Office,Clarksville,Tennessee,37042,South,Furniture,Bookcases,387.13599999999997,4,0.2,-14.5176,96.78399999999999,-3.6294
8470,Standard Class,Home Office,Clarksville,Tennessee,37042,South,Technology,Accessories,45.408,2,0.2,11.9196,22.704,5.9598
8471,Standard Class,Home Office,Clarksville,Tennessee,37042,South,Furniture,Furnishings,77.952,3,0.2,-11.6928,25.983999999999998,-3.8976
8472,Standard Class,Home Office,Clarksville,Tennessee,37042,South,Office Supplies,Labels,3.0,1,0.2,1.05,3.0,1.05
8473,Second Class,Consumer,Hollywood,Florida,33021,South,Office Supplies,Storage,9.952,1,0.2,0.9952,9.952,0.9952
8474,Standard Class,Corporate,York,Pennsylvania,17403,East,Office Supplies,Binders,37.896,4,0.7,-29.0536,9.474,-7.2634
8475,Standard Class,Corporate,York,Pennsylvania,17403,East,Office Supplies,Paper,65.584,2,0.2,23.7742,32.792,11.8871
8476,Standard Class,Home Office,Mesa,Arizona,85204,West,Office Supplies,Paper,44.784,1,0.2,16.2342,44.784,16.2342
8477,Same Day,Corporate,New York City,New York,10024,East,Technology,Machines,1035.8,4,0.0,269.308,258.95,67.327
8478,Standard Class,Home Office,San Francisco,California,94110,West,Office Supplies,Art,5.76,2,0.0,1.6704,2.88,0.8352
8479,Standard Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Paper,19.98,2,0.0,8.991,9.99,4.4955
8480,Standard Class,Consumer,Omaha,Nebraska,68104,Central,Technology,Phones,35.98,2,0.0,10.0744,17.99,5.0372
8481,Standard Class,Home Office,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,16.656,3,0.2,3.3312,5.552,1.1104
8482,Standard Class,Corporate,New York City,New York,10024,East,Office Supplies,Labels,20.7,2,0.0,9.936,10.35,4.968
8483,Standard Class,Consumer,Grand Rapids,Michigan,49505,Central,Office Supplies,Binders,83.7,5,0.0,41.013000000000005,16.740000000000002,8.2026
8484,Same Day,Consumer,Seattle,Washington,98115,West,Furniture,Furnishings,199.8,10,0.0,71.928,19.98,7.1928
8485,Standard Class,Home Office,Fresno,California,93727,West,Office Supplies,Paper,45.68,2,0.0,21.0128,22.84,10.5064
8486,Standard Class,Home Office,Fresno,California,93727,West,Office Supplies,Paper,110.96,2,0.0,53.2608,55.48,26.6304
8487,Standard Class,Home Office,Fresno,California,93727,West,Office Supplies,Paper,11.94,3,0.0,5.97,3.98,1.99
8489,Second Class,Consumer,Arlington,Virginia,22204,South,Office Supplies,Binders,36.4,8,0.0,18.2,4.55,2.275
8490,Second Class,Consumer,Arlington,Virginia,22204,South,Furniture,Furnishings,18.69,7,0.0,7.1022,2.6700000000000004,1.0146
8491,Standard Class,Consumer,Los Angeles,California,90049,West,Office Supplies,Fasteners,5.94,3,0.0,0.1188,1.9800000000000002,0.0396
8492,Standard Class,Consumer,Lubbock,Texas,79424,Central,Office Supplies,Paper,60.736000000000004,8,0.2,20.4984,7.5920000000000005,2.5623
8493,Standard Class,Consumer,Lubbock,Texas,79424,Central,Technology,Copiers,479.976,3,0.2,161.9919,159.992,53.997299999999996
8494,Standard Class,Consumer,Lubbock,Texas,79424,Central,Office Supplies,Binders,6.08,1,0.8,-10.335999999999999,6.08,-10.335999999999999
8495,Standard Class,Corporate,Longmont,Colorado,80501,West,Technology,Accessories,165.6,3,0.2,-6.21,55.199999999999996,-2.07
8496,Second Class,Consumer,Yonkers,New York,10701,East,Office Supplies,Art,59.52,3,0.0,15.4752,19.84,5.158399999999999
8497,Second Class,Consumer,Yonkers,New York,10701,East,Technology,Accessories,479.97,3,0.0,177.5889,159.99,59.1963
8498,Second Class,Consumer,Yonkers,New York,10701,East,Office Supplies,Supplies,18.62,2,0.0,5.3998,9.31,2.6999
8499,Second Class,Consumer,Yonkers,New York,10701,East,Office Supplies,Binders,49.632,6,0.2,16.7508,8.272,2.7918000000000003
8500,Second Class,Consumer,Yonkers,New York,10701,East,Office Supplies,Paper,97.82,2,0.0,45.9754,48.91,22.9877
8501,Second Class,Corporate,Los Angeles,California,90045,West,Technology,Phones,15.984000000000002,2,0.2,1.1988,7.992000000000001,0.5994
8502,Second Class,Corporate,Los Angeles,California,90045,West,Furniture,Chairs,184.752,3,0.2,-20.7846,61.584,-6.9282
